Sentence #,Sentence,POS,Tag
Sentence: 19141,"After September 11 , Russia , India , and China joined the United States ' anti-terrorism coalition .","['IN', 'NNP', 'CD', ',', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', 'VBD', 'DT', 'NNP', 'NNPS', 'POS', 'JJ', 'NN', '.']","['O', 'B-tim', 'I-tim', 'I-tim', 'B-geo', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O']"
Sentence: 19142,"Some political analysts suggest that a major motive was to gain international acceptance for these countries ' own policies toward minorities such as the Chechens , Kashmiris , Tibetans , and Uighurs .","['DT', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'TO', 'VB', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'POS', 'JJ', 'NNS', 'IN', 'NNS', 'JJ', 'IN', 'DT', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'B-gpe', 'O']"
Sentence: 19143,"Of these groups , the least well known are the Uighurs , a Turkic-speaking Muslim people of northwestern China .","['IN', 'DT', 'NNS', ',', 'DT', 'JJS', 'RB', 'VBN', 'VBP', 'DT', 'NNS', ',', 'DT', 'JJ', 'NN', 'NNS', 'IN', 'JJ', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 19144,"Since the People 's Republic of China was founded , the Uighurs have resisted Beijing 's attempts to control their religious and political activities .","['IN', 'DT', 'NNP', 'POS', 'NNP', 'IN', 'NNP', 'VBD', 'VBN', ',', 'DT', 'NNS', 'VBP', 'VBN', 'NNP', 'POS', 'NNS', 'TO', 'VB', 'PRP$', 'JJ', 'CC', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19145,"In the past few years , Uighur separatist groups have been blamed for attacks in northwest China as well as the capital .","['IN', 'DT', 'JJ', 'JJ', 'NNS', ',', 'NNP', 'NN', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'NNS', 'IN', 'JJ', 'NNP', 'RB', 'RB', 'IN', 'DT', 'NN', '.']","['O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19146,Chinese officials have warned that Beijing will not tolerate separatism or social disturbances under the guise of religion .,"['JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NNP', 'MD', 'RB', 'VB', 'NN', 'CC', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19147,"Judith Latham explores the condition of the "" Uighurs of China "" in this edition of Dateline .","['NNP', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', '``', 'NNS', 'IN', 'NNP', '``', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
Sentence: 19148,"An Indian unmanned mission to the moon will carry two scientific instruments designed by the U.S. space agency , NASA , to find minerals and ice on the lunar surface .","['DT', 'JJ', 'JJ', 'NN', 'TO', 'DT', 'NN', 'MD', 'VB', 'CD', 'JJ', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NN', 'NN', ',', 'NNP', ',', 'TO', 'VB', 'NNS', 'CC', 'NN', 'IN', 'DT', 'NN', 'NN', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19149,"The deal was signed Tuesday , by NASA administrator Michael Griffin and Indian space agency ISRO 's Chairman G. Madhavan Nair in the southern Indian city of Bangalore .","['DT', 'NN', 'VBD', 'VBN', 'NNP', ',', 'IN', 'NNP', 'NN', 'NNP', 'NNP', 'CC', 'JJ', 'NN', 'NN', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'O', 'B-gpe', 'O', 'O', 'B-org', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O']"
Sentence: 19150,"The mission has been named Chandrayaan-1 , and is set to launch in 2007 or 2008 .","['DT', 'NN', 'VBZ', 'VBN', 'VBN', 'NNP', ',', 'CC', 'VBZ', 'VBN', 'TO', 'VB', 'IN', 'CD', 'CC', 'CD', '.']","['O', 'O', 'O', 'O', 'O', 'B-eve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
Sentence: 19151,It will map the lunar surface using an array of sensors .,"['PRP', 'MD', 'VB', 'DT', 'NN', 'NN', 'VBG', 'DT', 'NN', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19152,This deal is being seen as another sign of the increasingly close ties between New Delhi and Washington after decades of distance during the Cold War era .,"['DT', 'NN', 'VBZ', 'VBG', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'RB', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'IN', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-eve', 'I-eve', 'O', 'O']"
Sentence: 19153,Chandrayaan-1 also will carry scientific instruments from European research centers .,"['NNP', 'RB', 'MD', 'VB', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19154,"Burma 's pro-democracy leader , Aung San Suu Kyi , is resting at her home in Rangoon after being treated at a hospital for a stomach illness .","['NNP', 'POS', 'JJ', 'NN', ',', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'VBG', 'IN', 'PRP$', 'NN', 'IN', 'NNP', 'IN', 'VBG', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19155,"A spokesman for her party , the National League for Democracy , tells reporters she was taken to the hospital Friday , but is now back at home .","['DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'DT', 'NNP', 'NNP', 'IN', 'NNP', ',', 'VBZ', 'NNS', 'PRP', 'VBD', 'VBN', 'TO', 'DT', 'NN', 'NNP', ',', 'CC', 'VBZ', 'RB', 'RB', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19156,He said she was suffering from acute diarrhea .,"['PRP', 'VBD', 'PRP', 'VBD', 'VBG', 'IN', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19157,The Burmese military confirmed that the pro-democracy leader has been sick .,"['DT', 'JJ', 'NN', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', 'JJ', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19158,It has confined her to her home for much of the past two decades .,"['PRP', 'VBZ', 'VBN', 'PRP$', 'TO', 'PRP$', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O']"
Sentence: 19159,"On Friday , the military leadership confirmed that Aung San Suu Kyi 's house arrest was extended in May for another year .","['IN', 'NNP', ',', 'DT', 'JJ', 'NN', 'VBD', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'NN', 'NN', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'NN', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-tim', 'O', 'O']"
Sentence: 19160,The government said she remains a threat to the state .,"['DT', 'NN', 'VBD', 'PRP', 'VBZ', 'DT', 'NN', 'TO', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19161,"The United States , Britain and several of Burma 's neighbors in Southeast Asia have urged the military to release Aung San Suu Kyi and take steps toward political reconciliation in Burma .","['DT', 'NNP', 'NNPS', ',', 'NNP', 'CC', 'JJ', 'IN', 'NNP', 'POS', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'VBN', 'DT', 'JJ', 'TO', 'VB', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'VB', 'NNS', 'IN', 'JJ', 'NN', 'IN', 'NNP', '.']","['O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 19162,Hundreds of Iraqis gathered Friday in a Christian church in Baghdad to mark 40 days since al-Qaida militants carried out a deadly October siege there .,"['NNS', 'IN', 'NNS', 'VBD', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'TO', 'VB', 'CD', 'NNS', 'IN', 'NNP', 'NNS', 'VBD', 'RP', 'DT', 'JJ', 'NNP', 'NN', 'RB', '.']","['O', 'O', 'B-gpe', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'B-tim', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O']"
Sentence: 19163,Christians at the badly damaged Our Lady of Salvation ( Sayidat al-Nejat ) church remembered the 46 worshippers who died in the October 31 attack .,"['NNS', 'IN', 'DT', 'RB', 'VBN', 'PRP$', 'NN', 'IN', 'NNP', 'LRB', 'NNP', 'NNP', 'RRB', 'NN', 'VBD', 'DT', 'CD', 'NNS', 'WP', 'VBD', 'IN', 'DT', 'NNP', 'CD', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O']"
Sentence: 19164,Witnesses say militants entered the church firing guns and immediately killed one of the priests at point-blank range .,"['NNS', 'VBP', 'NNS', 'VBD', 'DT', 'NN', 'NN', 'NNS', 'CC', 'RB', 'VBD', 'CD', 'IN', 'DT', 'NNS', 'IN', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19165,The militants then held more than 100 worshippers as hostages until Iraqi forces stormed the church and ended the siege .,"['DT', 'NNS', 'RB', 'VBD', 'RBR', 'IN', 'CD', 'NNS', 'IN', 'NNS', 'IN', 'JJ', 'NNS', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19166,The families of victims and survivors were among those who attended Friday 's mass .,"['DT', 'NNS', 'IN', 'NNS', 'CC', 'NNS', 'VBD', 'IN', 'DT', 'WP', 'VBD', 'NNP', 'POS', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O']"
Sentence: 19167,As many as 1.2 million Christians lived in Iraq before the 2003 invasion to oust leader Saddam Hussein .,"['RB', 'JJ', 'IN', 'CD', 'CD', 'NNS', 'VBD', 'IN', 'NNP', 'IN', 'DT', 'CD', 'NN', 'TO', 'VB', 'NN', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Sentence: 19168,"However , many have since fled abroad in the wake of stepped-up violence by al-Qaida-linked Muslim insurgents .","['RB', ',', 'NN', 'VBP', 'IN', 'VBN', 'RB', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'JJ', 'NNP', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19169,Jamaica 's prime minister has announced plans for a huge economic stimulus package to stave off some of the side effects of the global financial slowdown .,"['NNP', 'POS', 'JJ', 'NN', 'VBZ', 'VBN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'TO', 'VB', 'RP', 'DT', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19170,"In a televised broadcast Sunday night , Bruce Golding said the measures would mostly be aimed at small businesses , manufacturing and the ailing tourism industry .","['IN', 'DT', 'JJ', 'NN', 'NNP', 'NN', ',', 'NNP', 'NNP', 'VBD', 'DT', 'NNS', 'MD', 'RB', 'VB', 'VBN', 'IN', 'JJ', 'NNS', ',', 'NN', 'CC', 'DT', 'JJ', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19171,The plan includes tax cuts and at least $ 6.4 million in loans for the tourism sector to help with cash flow .,"['DT', 'NN', 'VBZ', 'NN', 'NNS', 'CC', 'IN', 'JJS', '$', 'CD', 'CD', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'TO', 'VB', 'IN', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19172,Another $ 4.5 million will go toward small businesses .,"['DT', '$', 'CD', 'CD', 'MD', 'VB', 'IN', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19173,Mr. Golding also pledged to help workers who have lost their jobs and borrowers who are having difficulty making their mortgage payments .,"['NNP', 'NNP', 'RB', 'VBD', 'TO', 'VB', 'NNS', 'WP', 'VBP', 'VBN', 'PRP$', 'NNS', 'CC', 'NNS', 'WP', 'VBP', 'VBG', 'NN', 'VBG', 'PRP$', 'NN', 'NNS', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19174,"Mr. Golding said the moves would help weather the crisis , but that further re-structuring would be needed to make Jamaica more business and investment friendly .","['NNP', 'NNP', 'VBD', 'DT', 'NNS', 'MD', 'VB', 'VB', 'DT', 'NN', ',', 'CC', 'IN', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'TO', 'VB', 'NNP', 'RBR', 'NN', 'CC', 'NN', 'JJ', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19175,"Colombian leftist rebels have attacked a local military post with homemade rockets , killing 14 marines and wounding 25 others .","['JJ', 'JJ', 'NNS', 'VBP', 'VBN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ',', 'VBG', 'CD', 'NNS', 'CC', 'VBG', 'CD', 'NNS', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19176,"Navy officials say members of the Revolutionary Armed Forces of Colombia , or FARC , carried out the attack in the southwestern county of Iscuande .","['NN', 'NNS', 'VBP', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNS', 'IN', 'NNP', ',', 'CC', 'NNP', ',', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'B-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 19177,The Associated Press reports some of the troops were natives of the area and were receiving military training .,"['DT', 'NNP', 'NNP', 'VBZ', 'DT', 'IN', 'DT', 'NNS', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'CC', 'VBD', 'VBG', 'JJ', 'NN', '.']","['B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19178,"Colombia is mired in a long-running conflict involving leftist rebels , rightist paramilitaries and the government .","['NNP', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'JJ', 'NNS', ',', 'JJ', 'NNS', 'CC', 'DT', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19179,The violence leaves thousands dead each year .,"['DT', 'NN', 'VBZ', 'NNS', 'JJ', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
Sentence: 19180,"Since 2000 , the United States has provided Colombia with about three million dollars in mostly military aid to combat the rebels and drug production .","['IN', 'CD', ',', 'DT', 'NNP', 'NNPS', 'VBZ', 'VBN', 'NNP', 'IN', 'IN', 'CD', 'CD', 'NNS', 'IN', 'RB', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NNS', 'CC', 'NN', 'NN', '.']","['B-tim', 'I-tim', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19181,The United Nations says Somali gunmen who hijacked a U.N.-chartered vessel carrying food aid for tsunami victims have released the ship after holding it for more than two months .,"['DT', 'NNP', 'NNP', 'VBZ', 'JJ', 'NNS', 'WP', 'VBD', 'DT', 'JJ', 'NN', 'VBG', 'NN', 'NN', 'IN', 'NN', 'NNS', 'VBP', 'VBN', 'DT', 'NN', 'IN', 'VBG', 'PRP', 'IN', 'JJR', 'IN', 'CD', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
Sentence: 19182,"A spokeswoman for the U.N. World Food Program , Rene McGuffin , says the vessel is en route to the Somali port of El-Maan and is expected to arrive in a few days .","['DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'VBZ', 'DT', 'NN', 'VBZ', 'IN', 'NN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'VBZ', 'VBN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
Sentence: 19183,She says the U.N. agency has negotiated with El-Maan port authorities to ensure a free passage of the food aid to Somalia 's transitional government for distribution .,"['PRP', 'VBZ', 'DT', 'NNP', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', 'NN', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'NNP', 'POS', 'JJ', 'NN', 'IN', 'NN', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19184,The World Food Program hired the Kenyan vessel to carry 850 metric tons of rice donated by Japan and Germany .,"['DT', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'CD', 'JJ', 'NNS', 'IN', 'NN', 'VBN', 'IN', 'NNP', 'CC', 'NNP', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']"
Sentence: 19185,The ship and its 10-person crew was hijacked by pirates as it sailed from Kenya to Somalia in June .,"['DT', 'NN', 'CC', 'PRP$', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'NNS', 'IN', 'PRP', 'VBD', 'IN', 'NNP', 'TO', 'NNP', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-tim', 'O']"
Sentence: 19186,"The International Criminal Court 's chief prosecutor , Luis Moreno-Ocampo , has asked judges to report Sudan to the U.N. Security Council for failing to comply with court warrants .","['DT', 'NNP', 'NNP', 'NNP', 'POS', 'NN', 'NN', ',', 'NNP', 'NNP', ',', 'VBZ', 'VBN', 'NNS', 'TO', 'VB', 'NNP', 'TO', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'VBG', 'TO', 'VB', 'IN', 'NN', 'NNS', '.']","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19187,"Earlier this week , Moreno-Ocampo formally requested the judges issue a finding of "" non-cooperation "" against Sudan 's government for failing to hand over former Humanitarian Affairs Minister Ahmed Harun and militia leader Ali Kushayb .","['RBR', 'DT', 'NN', ',', 'NNP', 'RB', 'VBD', 'DT', 'NNS', 'VBP', 'DT', 'NN', 'IN', '``', 'JJ', '``', 'IN', 'NNP', 'POS', 'NN', 'IN', 'VBG', 'TO', 'VB', 'RP', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NN', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Sentence: 19188,The two men were charged in 2007 with committing crimes against humanity and war crimes in Sudan 's war-torn Darfur region .,"['DT', 'CD', 'NNS', 'VBD', 'VBN', 'IN', 'CD', 'IN', 'VBG', 'NNS', 'IN', 'NN', 'CC', 'NN', 'NNS', 'IN', 'NNP', 'POS', 'JJ', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19189,Sudanese President Omar al-Bashir is also wanted by the court for alleged war crimes in Darfur .,"['JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'NNP', '.']","['B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 19190,He has refused to comply with a warrant for his arrest .,"['PRP', 'VBZ', 'VBN', 'TO', 'VB', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19191,Darfur rebel groups have been fighting the Sudanese government since 2003 .,"['NNP', 'NN', 'NNS', 'VBP', 'VBN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'CD', '.']","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-tim', 'I-tim', 'O']"
Sentence: 19192,"The United Nations says the fighting and related violence has killed up to 3,00,000 people and displaced some 2.7 million others .","['DT', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'CC', 'JJ', 'NN', 'VBZ', 'VBN', 'RP', 'TO', 'CD', 'NNS', 'CC', 'VBD', 'DT', 'CD', 'CD', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 19193,"Sudan puts the death toll at 10,000 .","['NNP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'CD', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
